,customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount,buyer_business_type_encoded,cluster,promo
2440,11990,سوبر ماركت,100128.0,المعادي,Cairo,صقر قريش,29.99228,31.28812,2020-06-23,1395.0,1.0,0.0,2020-06-23,1395.0,2,1,+5000 spendings (10% off)
2442,12011,سوبر ماركت,100128.0,المعادي,Cairo,المعادي,31.25101,29.98972,2020-06-24,1548.1616666666666,6.0,2.0,2021-03-14,9288.97,2,1,+5000 spendings (10% off)
2443,12017,سوبر ماركت,100128.0,المعادي,Cairo,البساتين,29.98531,31.26294,2020-06-24,2499.75,1.0,0.0,2020-06-24,2499.75,2,1,+5000 spendings (10% off)
2451,12090,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.04779,31.37583,2020-06-24,1568.0,1.0,0.0,2020-06-24,1568.0,2,1,+5000 spendings (10% off)
2452,12096,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.0478,31.3759,2020-06-24,4210.763,10.0,2.0,2020-09-01,42107.63,2,3,+15000 spendings (18% off)
2453,12102,كشك,100146.0,باب الشعريه,Cairo,باب الشعريه,30.06045,31.26672,2020-06-24,2598.874,5.0,3.0,2021-02-23,12994.37,5,1,+5000 spendings (10% off)
2454,12108,سوبر ماركت,100146.0,باب الشعريه,Cairo,باب الشعريه,30.06038,31.26775,2020-06-24,5270.986666666667,9.0,5.0,2021-02-28,47438.88,2,3,+15000 spendings (18% off)
2457,12161,عطارة,100157.0,بولاق الدكرور,Giza,ابو اتاته,30.04575,31.18257,2020-06-25,819.0,1.0,0.0,2020-06-25,819.0,3,1,+5000 spendings (10% off)
2458,12166,سوبر ماركت,100157.0,بولاق الدكرور,Giza,ابو اتاته,30.04581,31.18549,2020-06-25,1535.4466666666665,3.0,0.0,2020-07-04,4606.339999999999,2,1,+5000 spendings (10% off)
2460,12177,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,29.8251,31.35705,2020-06-25,3784.413333333333,9.0,5.0,2021-03-09,34059.719999999994,2,3,+15000 spendings (18% off)
2461,12188,سوبر ماركت,100119.0,فيصل,Giza,الطوابق,30.0029,31.1602,2020-06-25,2596.07,9.0,3.0,2020-09-02,23364.63,2,3,+15000 spendings (18% off)
2465,12221,عطارة,100122.0,حدائق القبة,Cairo,مصر والسودان,31.2621,30.0544,2020-06-26,362.5,1.0,1.0,2020-06-26,362.5,3,1,+5000 spendings (10% off)
2471,12281,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,29.8794,31.29011,2020-06-27,4205.836666666667,3.0,2.0,2020-07-18,12617.51,2,1,+5000 spendings (10% off)
2477,12303,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.83462,31.34382,2020-06-27,2556.14,1.0,0.0,2020-07-04,2556.14,2,1,+5000 spendings (10% off)
2478,12305,سوبر ماركت,100160.0,ميت عقبه,Giza,ميت عقبه,30.06956,31.20274,2020-06-27,1663.205,2.0,1.0,2020-07-08,3326.41,2,1,+5000 spendings (10% off)
2479,12317,كشك,100160.0,ميت عقبه,Giza,ميت عقبه,30.06187,31.19958,2020-06-27,3072.353333333333,3.0,0.0,2020-07-09,9217.06,5,1,+5000 spendings (10% off)
2481,12341,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.24543,30.11124,2020-06-28,188.0,1.0,0.0,2020-06-28,188.0,2,1,+5000 spendings (10% off)
2483,12377,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.05916,31.38314,2020-06-28,2928.91,1.0,0.0,2020-06-29,2928.91,2,1,+5000 spendings (10% off)
2485,12386,كشك,100160.0,ميت عقبه,Giza,ميت عقبه,31.19803,30.06596,2020-06-29,1779.9199999999998,3.0,1.0,2020-07-07,5339.759999999999,5,1,+5000 spendings (10% off)
2486,12399,سوبر ماركت,100142.0,شبرا مصر,Cairo,الخلفاوى,31.25058,30.09591,2020-06-29,800.365,2.0,0.0,2020-07-11,1600.73,2,1,+5000 spendings (10% off)
2487,12402,سوبر ماركت,100126.0,امبابة,Giza,الكيت كات,30.08365,31.2076,2020-06-29,1811.70875,16.0,3.0,2020-07-23,28987.34,2,3,+15000 spendings (18% off)
2488,12421,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.12773,31.22815,2020-06-29,10480.04,3.0,2.0,2020-07-02,31440.12,2,3,+15000 spendings (18% off)
2489,12434,سوبر ماركت,100128.0,المعادي,Cairo,البساتين,29.9845,31.25991,2020-06-29,2028.33,3.0,1.0,2020-08-03,6084.99,2,1,+5000 spendings (10% off)
2492,12464,سوبر ماركت,100128.0,المعادي,Cairo,دار السلام,29.98525,31.2505,2020-06-30,5397.925,2.0,0.0,2020-08-16,10795.85,2,1,+5000 spendings (10% off)
2499,12563,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.0609,31.3812,2020-07-01,1768.875,4.0,1.0,2021-02-27,7075.5,2,1,+5000 spendings (10% off)
2500,12589,سوبر ماركت,100142.0,شبرا مصر,Cairo,احمد حلمي,31.2548,30.09533,2020-07-01,706.0,1.0,1.0,2020-07-09,706.0,2,1,+5000 spendings (10% off)
2501,12595,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,31.29177,29.87845,2020-07-01,1781.5766666666666,3.0,2.0,2020-07-20,5344.73,2,1,+5000 spendings (10% off)
2505,12621,سوبر ماركت,100149.0,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.10412,31.26151,2020-07-02,1526.0166666666664,3.0,0.0,2021-02-28,4578.049999999999,2,1,+5000 spendings (10% off)
2506,12628,عطارة,100125.0,حلوان,Cairo,حلوان,31.31937,29.8422,2020-07-02,4125.18,2.0,1.0,2020-08-22,8250.36,3,1,+5000 spendings (10% off)
2509,12657,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.08574,31.20231,2020-07-02,5551.4875,4.0,1.0,2021-03-16,22205.95,2,3,+15000 spendings (18% off)
2514,12673,سوبر ماركت,100170.0,كرداسة,Giza,كرداسة,30.01262,31.14782,2020-07-02,3036.92,7.0,2.0,2021-03-15,21258.44,2,3,+15000 spendings (18% off)
2521,12754,سوبر ماركت,100142.0,شبرا مصر,Cairo,الترعة البولاقية,31.25348,30.08015,2020-07-04,2116.12,1.0,0.0,2020-07-04,2116.12,2,1,+5000 spendings (10% off)
2522,12758,سوبر ماركت,100157.0,بولاق الدكرور,Giza,ابو اتاته,31.19,30.09146,2020-07-04,3726.36,1.0,0.0,2020-07-04,3726.36,2,1,+5000 spendings (10% off)
2524,12768,سوبر ماركت,100194.0,وسط البلد,Cairo,وسط البلد,30.03654,31.23352,2020-07-05,1351.5,1.0,0.0,2020-07-13,1351.5,2,1,+5000 spendings (10% off)
2526,12771,كشك,100152.0,مدينة السلام,Cairo,السلام,30.18235,31.4133,2020-07-05,916.5366666666664,3.0,2.0,2020-09-06,2749.61,1,1,+5000 spendings (10% off)
2530,12864,عطارة,100107.0,عين شمس,Cairo,عين شمس,30.13466,31.31429,2020-07-06,1721.92,3.0,0.0,2020-10-03,5165.76,3,1,+5000 spendings (10% off)
2531,12867,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.13881,31.3453,2020-07-06,380.0,1.0,0.0,2020-07-11,380.0,2,1,+5000 spendings (10% off)
2533,12882,سوبر ماركت,100128.0,المعادي,Cairo,طرة,29.94442,31.27444,2020-07-06,916.0179999999998,5.0,1.0,2021-01-23,4580.089999999999,2,1,+5000 spendings (10% off)
2535,12914,سوبر ماركت,100119.0,فيصل,Giza,الطالبية,30.00327,31.1768,2020-07-07,1355.02,1.0,1.0,2020-07-08,1355.02,2,1,+5000 spendings (10% off)
2536,12924,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.14074,31.32937,2020-07-07,708.0,1.0,0.0,2020-07-07,708.0,2,1,+5000 spendings (10% off)
2539,12954,سوبر ماركت,100106.0,العجوزة,Giza,العجوزة,31.20923,30.05236,2020-07-08,2689.41,1.0,0.0,2020-07-08,2689.41,2,1,+5000 spendings (10% off)
2540,12967,سوبر ماركت,100154.0,باسوس,Cairo,باسوس,31.2179,30.13457,2020-07-08,14831.46,4.0,0.0,2021-02-26,59325.84,2,0,+10000 spendings (15% off)
2541,12976,عطارة,100162.0,الوراق,Giza,وراق الحضر,30.09,31.2176,2020-07-08,2677.347777777777,9.0,2.0,2021-02-22,24096.13,3,3,+15000 spendings (18% off)
2544,12985,قهوه,100159.0,حي الجيزة,Giza,المحكمة,30.01189,31.20869,2020-07-08,868.05,2.0,1.0,2020-07-27,1736.1,4,1,+5000 spendings (10% off)
2545,13000,سوبر ماركت,100119.0,فيصل,Giza,فيصل,31.15848,30.00703,2020-07-09,4930.13,1.0,0.0,2020-07-09,4930.13,2,1,+5000 spendings (10% off)
2547,13003,سوبر ماركت,100111.0,المقطم,Cairo,شارع 9,30.0099,31.33708,2020-07-09,2091.35,1.0,0.0,2020-07-09,2091.35,2,1,+5000 spendings (10% off)
2554,13072,كشك,100128.0,المعادي,Cairo,طرة,,,2020-01-20,5469.75,1.0,0.0,2020-03-22,5469.75,1,1,+5000 spendings (10% off)
2558,13098,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-01-21,2383.9125,4.0,3.0,2020-09-26,9535.65,1,1,+5000 spendings (10% off)
2561,13118,كشك,100128.0,المعادي,Cairo,المعادي,,,2020-01-22,5500.298333333332,6.0,5.0,2020-04-14,33001.78999999999,1,3,+15000 spendings (18% off)
2564,13142,كشك,100140.0,مصر القديمة,Cairo,مصر القديمة,,,2020-01-23,104.37,1.0,0.0,2020-07-12,104.37,1,1,+5000 spendings (10% off)
2566,13155,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,,,2020-01-25,2280.755,2.0,1.0,2020-06-10,4561.509999999999,1,1,+5000 spendings (10% off)
2570,13165,كشك,100125.0,حلوان,Cairo,حلوان,,,2020-01-27,663.3788888888889,9.0,1.0,2020-10-03,5970.41,1,1,+5000 spendings (10% off)
2572,13171,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-01-28,3501.9625,8.0,6.0,2020-05-14,28015.7,1,3,+15000 spendings (18% off)
2574,13180,كشك,100125.0,حلوان,Cairo,حلوان,,,2020-01-28,1154.21,1.0,0.0,2020-07-29,1154.21,1,1,+5000 spendings (10% off)
2575,13183,سوبر ماركت,100193.0,مصر الجديدة,Cairo,مصر الجديدة,30.09042,31.30632,2020-01-28,4242.17,1.0,1.0,2020-06-28,4242.17,2,1,+5000 spendings (10% off)
2577,13187,كشك,100128.0,المعادي,Cairo,المعادي,,,2020-01-28,2032.8333333333333,3.0,0.0,2020-04-19,6098.5,1,1,+5000 spendings (10% off)
2578,13194,كشك,100144.0,زهراء المعادي,Cairo,زهراء المعادي,,,2020-01-29,2507.543076923077,13.0,3.0,2020-07-22,32598.06,1,3,+15000 spendings (18% off)
2580,13210,كشك,100107.0,عين شمس,Cairo,عين شمس,,,2020-02-02,3800.403636363636,11.0,6.0,2020-06-08,41804.44,1,3,+15000 spendings (18% off)
2582,13226,كشك,100125.0,حلوان,Cairo,حدايق حلوان,,,2020-02-04,1300.781,10.0,8.0,2020-07-18,13007.81,1,1,+5000 spendings (10% off)
2585,13234,كشك,100128.0,المعادي,Cairo,طرة,,,2020-02-04,1484.94,1.0,0.0,2020-03-31,1484.94,1,1,+5000 spendings (10% off)
2586,13247,كشك,100128.0,المعادي,Cairo,المعادي,,,2020-02-04,2319.1249999999995,6.0,4.0,2020-05-13,13914.749999999998,1,1,+5000 spendings (10% off)
2589,13257,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,,,2020-02-06,3337.82875,8.0,2.0,2020-08-04,26702.63,2,3,+15000 spendings (18% off)
2592,13298,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.1403,31.3214,2020-03-19,1740.7016666666666,6.0,3.0,2020-08-30,10444.21,2,1,+5000 spendings (10% off)
2593,13315,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,,,2020-03-21,1691.777142857143,7.0,3.0,2020-08-17,11842.44,2,1,+5000 spendings (10% off)
2594,13327,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,,,2020-03-23,1163.6666666666667,3.0,1.0,2020-10-10,3491.0,2,1,+5000 spendings (10% off)
2595,13328,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,,,2020-03-23,4330.75,2.0,0.0,2021-03-08,8661.5,2,1,+5000 spendings (10% off)
2596,13361,سوبر ماركت,100128.0,المعادي,Cairo,صقر قريش,29.74789,31.24276,2020-03-31,2550.0,3.0,1.0,2020-05-06,7650.0,2,1,+5000 spendings (10% off)
2597,13373,كشك,100107.0,عين شمس,Cairo,عين شمس,,,2020-07-12,3550.72,4.0,2.0,2020-07-20,14202.879999999996,1,1,+5000 spendings (10% off)
2600,13398,كشك,100202.0,جسر السويس,Cairo,,,,2020-07-12,2362.933333333333,3.0,1.0,2020-04-28,7088.799999999999,1,1,+5000 spendings (10% off)
2601,13399,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,30.1564,31.36955,2020-07-12,1352.6519999999998,10.0,7.0,2020-09-28,13526.52,1,1,+5000 spendings (10% off)
2602,13411,سوبر ماركت,100122.0,حدائق القبة,Cairo,المطريه,30.09554,31.2788,2020-04-08,4023.645,2.0,1.0,2020-04-12,8047.29,2,1,+5000 spendings (10% off)
2604,13429,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.83809,31.34385,2020-04-12,10043.8,1.0,0.0,2020-04-12,10043.8,2,1,+5000 spendings (10% off)
2606,13436,سوبر ماركت,100110.0,المرج,Cairo,المرج,,,2020-04-12,3420.665,4.0,1.0,2021-02-22,13682.66,2,1,+5000 spendings (10% off)
2607,13441,سوبر ماركت,100110.0,المرج,Cairo,المرج,,,2020-04-13,1679.77,1.0,0.0,2020-04-13,1679.77,2,1,+5000 spendings (10% off)
2608,13446,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,30.04292,31.15758,2020-04-14,3380.16,4.0,2.0,2020-05-04,13520.64,2,1,+5000 spendings (10% off)
2609,13469,سوبر ماركت,100110.0,المرج,Cairo,المرج,29.96356,31.22585,2020-04-18,2857.04,8.0,0.0,2021-02-23,22856.32,2,3,+15000 spendings (18% off)
2610,13471,كشك,100110.0,المرج,Cairo,المرج,31.22585,29.96356,2020-04-18,4577.153333333333,3.0,2.0,2020-06-11,13731.46,5,1,+5000 spendings (10% off)
2614,13533,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.01021,31.20538,2020-04-21,4520.0,1.0,0.0,2020-04-21,4520.0,2,1,+5000 spendings (10% off)
2619,13622,سوبر ماركت,100110.0,المرج,Cairo,المرج الجديدة,31.20538,30.03089,2020-04-26,2170.0,1.0,0.0,2020-05-30,2170.0,2,1,+5000 spendings (10% off)
2621,13650,سوبر ماركت,100131.0,المطرية,Cairo,الاميريه ,30.04204,31.1504,2020-04-28,393.6954166666666,24.0,3.0,2020-07-11,9448.69,2,1,+5000 spendings (10% off)
2623,13667,سوبر ماركت,100131.0,المطرية,Cairo,الكابلات,31.20538,30.00395,2020-04-28,1485.3775,4.0,0.0,2021-03-13,5941.51,2,1,+5000 spendings (10% off)
2625,13697,سوبر ماركت,100214.0,الأميرية,Cairo,الأميرية,30.11535,31.2901,2020-04-30,1242.7342857142855,7.0,1.0,2020-08-22,8699.14,2,1,+5000 spendings (10% off)
2631,13734,سوبر ماركت,100131.0,المطرية,Cairo,الاميريه ,30.05167,31.22444,2020-05-02,4063.5,1.0,0.0,2020-05-02,4063.5,2,1,+5000 spendings (10% off)
2632,13740,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.10724,31.37971,2020-05-02,1922.395,2.0,0.0,2020-08-10,3844.79,2,1,+5000 spendings (10% off)
2635,13756,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.05167,31.22444,2020-05-02,1286.755,4.0,1.0,2020-06-30,5147.02,2,1,+5000 spendings (10% off)
2639,13787,سوبر ماركت,100119.0,فيصل,Giza,حسن محمد,30.00243,31.16924,2020-05-03,1088.5,2.0,2.0,2020-07-21,2177.0,2,1,+5000 spendings (10% off)
2641,13815,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,,,2020-05-04,186.5,1.0,0.0,2020-06-14,186.5,2,1,+5000 spendings (10% off)
2642,13817,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,31.20169,30.03187,2020-05-04,7231.245,2.0,2.0,2021-02-22,14462.49,2,1,+5000 spendings (10% off)
2643,13835,سوبر ماركت,100119.0,فيصل,Giza,ابو اتاته,29.98272,31.20824,2020-05-04,1241.25,3.0,3.0,2020-06-25,3723.75,2,1,+5000 spendings (10% off)
2647,13889,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.03187,31.20169,2020-05-04,407.6666666666667,3.0,0.0,2020-05-28,1223.0,2,1,+5000 spendings (10% off)
2651,13933,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.02491,31.16062,2020-05-05,1689.25,1.0,1.0,2020-05-05,1689.25,2,1,+5000 spendings (10% off)
2654,13967,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.99375,31.16397,2020-05-05,1848.58,2.0,2.0,2020-06-10,3697.16,2,1,+5000 spendings (10% off)
2658,14003,سوبر ماركت,100123.0,الهرم,Giza,الهرم,30.01108,31.20538,2020-05-06,337.6666666666667,3.0,1.0,2020-05-13,1013.0,2,1,+5000 spendings (10% off)
2659,14010,سوبر ماركت,100110.0,المرج,Cairo,المرج الجديدة,30.16665,31.32891,2020-05-06,435.0,1.0,0.0,2020-09-28,435.0,2,1,+5000 spendings (10% off)
2660,14018,سوبر ماركت,100131.0,المطرية,Cairo,المطريه,31.20497,30.05153,2020-05-06,1286.98,1.0,0.0,2020-07-07,1286.98,2,1,+5000 spendings (10% off)
2663,14024,سوبر ماركت,100150.0,الوايلي,Cairo,الأميرية الشمالية,31.28292,30.09801,2020-05-06,2233.133333333333,3.0,0.0,2020-07-19,6699.4,2,1,+5000 spendings (10% off)
2664,14036,سوبر ماركت,100123.0,الهرم,Giza,الهرم,31.20943,29.96858,2020-05-07,4166.71,1.0,0.0,2020-07-12,4166.71,2,1,+5000 spendings (10% off)
2682,14253,سوبر ماركت,100128.0,المعادي,Cairo,المعادي,30.04291,31.16235,2020-05-10,3424.0416666666665,6.0,1.0,2020-07-06,20544.25,2,3,+15000 spendings (18% off)
2688,14315,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.0098,31.1521,2020-05-11,4744.633333333333,3.0,2.0,2020-07-14,14233.9,2,1,+5000 spendings (10% off)
2689,14318,سوبر ماركت,100113.0,الزيتون,Cairo,الزيتون,30.01118,31.20538,2020-05-11,871.9533333333333,3.0,0.0,2021-02-28,2615.86,2,1,+5000 spendings (10% off)
2693,14366,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.02355,31.177,2020-05-11,1463.8625,4.0,0.0,2020-10-08,5855.45,2,1,+5000 spendings (10% off)
2699,14413,سوبر ماركت,100122.0,حدائق القبة,Cairo,مصر والسودان,30.03843,31.19841,2020-05-12,627.625,2.0,0.0,2020-06-07,1255.25,2,1,+5000 spendings (10% off)
2700,14418,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,31.19841,30.03843,2020-05-12,2043.95,2.0,0.0,2021-03-11,4087.9,2,1,+5000 spendings (10% off)
2701,14425,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.02255,31.22301,2020-05-12,3211.5,1.0,0.0,2020-05-12,3211.5,2,1,+5000 spendings (10% off)
2718,14551,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.06046,31.25118,2020-05-13,921.5,2.0,0.0,2021-02-28,1843.0,2,1,+5000 spendings (10% off)
2720,14565,كشك,100110.0,المرج,Cairo,المرج,30.15242,31.3262,2020-05-13,1709.5,1.0,0.0,2020-06-06,1709.5,5,1,+5000 spendings (10% off)
2721,14583,سوبر ماركت,100119.0,فيصل,Giza,فيصل,,,2020-05-13,370.0,1.0,0.0,2020-06-17,370.0,2,1,+5000 spendings (10% off)
2722,14585,سوبر ماركت,100110.0,المرج,Cairo,المرج,31.20538,29.98927,2020-05-13,1910.0,1.0,0.0,2020-05-13,1910.0,2,1,+5000 spendings (10% off)
2725,14594,سوبر ماركت,100119.0,فيصل,Giza,فيصل,31.25118,30.06046,2020-05-13,1842.0,1.0,0.0,2020-07-29,1842.0,2,1,+5000 spendings (10% off)
2733,14693,سوبر ماركت,100172.0,بهتيم,Cairo,بهتيم,31.20538,29.96846,2020-05-14,939.0,2.0,1.0,2020-09-24,1878.0,2,1,+5000 spendings (10% off)
2735,14715,سوبر ماركت,100172.0,بهتيم,Cairo,بهتيم,31.20538,29.98927,2020-05-16,763.0525,4.0,2.0,2021-02-23,3052.21,2,1,+5000 spendings (10% off)
2737,14722,سوبر ماركت,100119.0,فيصل,Giza,كفر طهرمس,,,2020-05-16,819.8299999999999,2.0,1.0,2020-06-28,1639.66,2,1,+5000 spendings (10% off)
2743,14756,سوبر ماركت,100140.0,مصر القديمة,Cairo,,29.99635,31.2486,2020-05-16,1095.93,1.0,0.0,2020-07-05,1095.93,2,1,+5000 spendings (10% off)
2746,14775,سوبر ماركت,100119.0,فيصل,Giza,الطوابق,30.00965,31.15395,2020-05-16,1496.7,7.0,1.0,2020-10-05,10476.9,2,1,+5000 spendings (10% off)
2750,14799,سوبر ماركت,100110.0,المرج,Cairo,المرج,31.20538,29.98927,2020-05-16,4088.25,2.0,0.0,2021-02-27,8176.5,2,1,+5000 spendings (10% off)
2765,14904,سوبر ماركت,100125.0,حلوان,Cairo,المعصرة,29.90584,31.29906,2020-05-17,1610.5,1.0,0.0,2020-06-02,1610.5,2,1,+5000 spendings (10% off)
2767,14917,عطارة,100110.0,المرج,Cairo,المرج القديمة,31.20554,29.96846,2020-05-17,666.47,1.0,0.0,2020-07-21,666.47,3,1,+5000 spendings (10% off)
2773,14963,سوبر ماركت,100150.0,الوايلي,Cairo,الأميرية الجنوبية,30.03515,30.03515,2020-05-18,469.3333333333333,3.0,1.0,2020-10-08,1408.0,2,1,+5000 spendings (10% off)
2775,14972,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.05153,31.20169,2020-05-19,3949.905,2.0,0.0,2021-03-09,7899.81,2,1,+5000 spendings (10% off)
2782,15018,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.22828,30.02488,2020-05-19,3480.665,2.0,1.0,2021-02-28,6961.33,2,1,+5000 spendings (10% off)
